,emotion_id,emotion,emotion_en,talkbacks
3384,3,"חשש, פחד",fear," מדינה הזויה שמנוהלת ע""י בריונים חסרי השכלה... . חברי הכנסת שמנסים להחריג את עצמם כעובדים לא חיוניים, אמורים גם לקצץ את המשכורות של אותם ""עובדים"" מיותרים שכבר מעל לשנה לא ממלאים את תפקידם ועוד מחפשים תירוצים להמשיך ""בשגרה"" של חוסר עשייה.פשוט עצוב לאן הידרדרה הכנסת "
3387,3,"חשש, פחד",fear,"בקרוב יוצאים לרחובותלא יתכן שההורים שלנו קיבלו דירות כמעט בחינם, ואותנו ביבי מכר לקבלנים ויזמים ובעלי הון ועכשיו דירה עולה מינימום מליון וחצי

תכף הכל יתפוצץ פה, בוגדים לתליה"
3390,6,"סלידה, אי אמון",disgust,"יצחק היקראני מציע לך במיוחד בימים קשים כאלו שגם החבר הדמיוני שלך לא עוזר לנו בדיוק כמו שעשה בשואה,לא להכנס לנו לחיים ובמקום זה תדאג שכל החברים הפנטים שלך ישארו בבתים שלהם עם כל עשרות הילדים שלהם שלא תורמים כלום למדינה ולהיפך.ושלא יתגודדו בחתונות הזויות שגברים רוקדים ומחבקים אחד את השני ומפיצים את הקורונה.אז תתרכז רק בזה ואל תבלבל לנו את השכל עם הפרימיטיביות שלכם שעולה לנו על העצבים.חילוני שתרם למדינה כמו גם שאר בני משפחתו.(שרות בצבא,עובדים,משלמים מיסים ולא עלוקות כמוכם)"
3392,6,"סלידה, אי אמון",disgust,תתבישו..  תאבי בצע.וכל הכסף שהרווחתם על גבינו ועכשיו אתם בוכים<br/>מחזיקים את העובדים שלהם בני ערובה ..<br/>פשוט בהמות תאבי בצע. !!!
3394,6,"סלידה, אי אמון",disgust,"ש&quot;ס רוצים את הכסף מהעיריותמי עוד יממן את הפרזיטים הנבערים שלהם? מה יעשו? ילכו ללמוד ? הרי הם יפסיקו להצביע לש""ס ולביבי"
3396,6,"סלידה, אי אמון",disgust,ממשלה שנשלטת עי החרדים דואגת למענקים מוגדלים רק לחרדיםלא עושים צבא משריצים כול היום ילדים ומקבלים מענק מוגדל! בושה לממשלה ולראש המשוחט שבראשה שמכר את המדינה לחרדים העיקר להשאר על הכיסא שלו 
3397,6,"סלידה, אי אמון",disgust, מה אתם עוסים קומבינה אל מיזרחים מסורתים דתים אנחנו הרוב . את כל הממשלה והעומדים בראשה.גנבים נוכלים רמאים סוטים עושקים סחטנים נחשים מניפולטורים.
3399,5,"עצב, צער",sadness, אין כלום כי יש לנו ראש ממשלה שהוא כלום . כולנו רואים ומכירים את המחסור העצום בבתי החולים בשגרה. עכשיו תכפילו את המחסור הזה באלף ובחירום ותבינו שאין כלום במחסנים. לא חליפות הגנה. לא מסכות. לא ערכות בדיקה. לא מעבדות. לא מכונות הנשמה. לא מיטות. אין כלום. בדיוק כמו ראש הממשלה הכלומניק שלנו
3402,6,"סלידה, אי אמון",disgust," אלה החברים של נתניהו. רק שלהם אין את גנץ הפחדן, . ביבי התגאה בברית שלו עם בולסנורו ובחברות שלו עם פוטין
שלושתם דפוקים"
3404,7,"זעם, כעס",anger,"בושה להיות תושב ישר במדינה שלנוהכל קומבינות
ארץ אוכלת יושביה
הכסף הלך על הבחירות והקמת ממשלה מנופחת 
ביטוח לאומי חוגג והעצמאים נחנקים תחת עול התשלומים
"
3405,7,"זעם, כעס",anger,"האם אזרחי ישראל ימשיכו לממן את כת החרדים העצלנים והבטלנים?אתם יודעים כמה קצבאות הם מקבלים?
ובנוסף, לא משלמים מיסים

למדינת ישראל אין את היכולת לממן כת שלמה כך"
3406,6,"סלידה, אי אמון",disgust,"מענקי המדינה לפוקסכל כך עצוב כל תחמן ונוכל פה מלךואת העסקים הקטנים וההגונים 
מחסלים ע""י ביבי והרשויות השונות. כל אוכלי החינם במדינה"
3408,6,"סלידה, אי אמון",disgust, חולירות. לכו לחתום בלישכה . אפסים. מי אתם??? . חבורת עלובי נפש יותר גרועיח  מהפוליטיקאים שממשיכים למשוך עשרות אלפי שקלין מהמדינה כשלאנשים אין איך לשלם משכנתא וארנונה ואוכל. חוצפנים!!!
3410,6,"סלידה, אי אמון",disgust,עוד כוכב  -החשוכים ליצמן גפני פרץ ושאר מריעין בישין הספיקו?חחח... חשוכים שבו בבית ותקשיבו לדברי חילונים...המצאתם את אלוהים להתעלק עלינו ולקבל כספים ללא תמורה. אין ארוחות חינם..
3412,6,"סלידה, אי אמון",disgust,רעבים ללחם מאות מיליונים לישיבות ותלמידי ישיבות יש אבל לילדים אין  סוג של שוחד בכדיי שהמפלגות הדתיות יתמכו בתקציב חד שנתי של מר ביבי  בושה למדינת ישראל 
3414,0,"ציפייה, הבעת עניין",expectation," ממש עצוב אבל..... . מילא חתונות, מה קשור חדר כושר? בקושי נדבק וחצי יש שם, על סמך מה החליטו? אוסף חמומי מוח טיפשים"
3418,6,"סלידה, אי אמון",disgust, אויש תסתום כבר! מי בכלל סופר אותך! . גנב וששודד מטיף מוסר לאן הגענו איך אתם נותנים במה לעבריין מורשע גנב ושודד ובו בזמן אתם צועקים חוק וסדר אם אנשים כמו אולמרט וברק הם הדוגמא שלכם פשטנו את הרגל תתבישו בעצם אין לכם בושה
3420,6,"סלידה, אי אמון",disgust,"אולי חכמי התורה.... או הבבא בובה יחליטו מי מה מו......מגזר שלם מטרלל, סוחט, מפלג, מחנך לבורות וטימטום חיי על חשבון הקופה הציבורית ומרעיל אותנו ביודעין."
3422,6,"סלידה, אי אמון",disgust,"הריקבון ברשויות המקומיות חייב להיפסק!!!!80 אחוז מעובדי הרשויות המקומיות מיותרים מקבלים משכורות ולא תורמים כלום אוכלי חינם כיצד קורה שכל המשק מתיעל למשל בבנקים שסגרו את הסניפים ופיטרו עובדים רבים
רק ברשויות ובעיריות מוסיפים עובדים וממציאים משרות"
3424,6,"סלידה, אי אמון",disgust,"לא להיות עירוורים: המדינה לא מצלחה לנהל את המשבר ממשלה מנופחת, הקלות לרה""מ ממסים, אין דוגמא אישית, מושחטים וחסרי ערכים "
3426,6,"סלידה, אי אמון",disgust, חיילים  . את  מי  זי  משרת  חייל  עם  השיק  בלי  מחסנית   זי  בושה   לעשות  כתבה   בנושאי  בסי  
3428,6,"סלידה, אי אמון",disgust," אותם רפי שכל שצרחו שאין מכונות הנשמה, שנהרסה הדיפלומטיה . כולכם כאן הזויים ודפוקים, מפיצים ערס סתם כי אתם יכולים להסתתר מאחורי שמות בדויים. תחזרו לימי הביניים יא תולעים"
3430,6,"סלידה, אי אמון",disgust," כבר יש להם הכשרות וכישורים! תפסיקו עם ההפחדות ותנו לעבוד! . הממשלה המנופחת עם שרים ומשרדים מיותרים, לא חושבת על האזרחים"
3432,3,"חשש, פחד",fear, אלה לא תנאים מספיק מבודדים . מה לגבי שאר הצוותים הרפואייםשערוריה חייבים להגן עליהם וחייבים לחקור להיכן נעלמו הכספים של מס הבריאות שאנחנו משלמים כל השנים ומדוע הרעיבו את מערכת הבריאות בחוסר תקציבים ותקנים?? מי אחראי?
3435,6,"סלידה, אי אמון",disgust," לא ראינו אותם מחלקים אוכל בבני ברק. . החראדים טפילים ואינם תורמים דבר. ""נהרגים"" באהלה של תורה איפה הערבות ההדדית מצידם? משלמים מיסים? מתגייסים לצבא? עובדים?"
3437,6,"סלידה, אי אמון",disgust," אז מה השתנה? . לא יתקדמו הפרימיטיבים שלא עובדים לא משרתים בצבא וניסמכים על אמונות תפלות ו"" ניסים"" כביכול הם ימשיכו ליפול קורבן לשליטה של רבנים חשוכים"
3439,6,"סלידה, אי אמון",disgust,"האזרחים הותיקים,-מקבצי הנדבות החדשיםבעל כורחם מי שלא הסכימו להיות נטל על המדינה והילדים מוזנחים כאילו זו טובה שעושים להם ולא כורח-בושה וחרפה !!!"
3441,7,"זעם, כעס",anger," תפסיקו לשלוח את ההורים שלכם לבתי אבות  . פשוט רוצה למנות את השופטים שישחררו אתו, בלי כלא בקיצור קומבינטור בחסות החוק.."
3442,6,"סלידה, אי אמון",disgust," ג'ודי לראשות הממשלה! . על חשבוני ותוך כדי הזמן הזה הוא ביצע עבירות פליליות חמורות, שמחלקן נחלץ בשל רחמנות היועצים המשפטיים לממשלה ״בפרשת דרך צלחה״ למשל. אני מכריז שאני מפסיק לממן אותו, את מי שהורשע במתן עדות שקר למבקר המדינה והוטל עליו קלון מרחם רק למשך שנתיים.תושבי ישראל היקרים, ביבים שקרניהו הכניס אתכם למשבר כלכלי ואתם חסרי ביטחון תזונתי? אל תשלמו מיסים, אל תשלמו קנסות, אל תשלמו אגרות. סרבו - ברגע שמליוני ישראלים קורסים כלכלית יפסיקו לשלם, הדיקטטורה של ראש ארגון הפשע הבוגד בבטחון המדינה בפרשת הצוללות ביבים שקרניהו, תקרוס. ככה פשוט. "
3444,5,"עצב, צער",sadness,קניונים תאבי הצעאין להם בושה. ומה עם הארנונה??? חייבים לבטלה לכל מי שהעסק שלו סגור בצו מדינה. העיקר שליצמן ודרעי יעשו קופה. ושנגיד הבנק יקבל הוראה לא לתמוך בשוק אגרות החוב ואחכ יקנה האגח בחינם על חשבון עם ישראל שמכר אותן בזול במצוקה. איזה זבל של הנהגה 
3447,6,"סלידה, אי אמון",disgust, ורק לחרדים אין בעיות כאלה. מקבלים קצבאות על כלום. ממשלה רעה . ....לכל המפוטרים והעצמאיים שאיבדו את העסק שלהם: למי נצביע בבחירות הבאות? לביבי! למה? כי אנחנו עם של מזוכיסטים שכבר 10 שנים אוהבים לבחור במי שמצפצף עלינו!
3449,7,"זעם, כעס",anger," הפח הזה הוא האבא של דין יששכרוף . אחד מבניו, דין, שימש דובר ארגון שוברים שתיקה[4] וכיום משמש דוברו של יו""ר חד""ש חבר הכנסת איימן עודה."
3450,7,"זעם, כעס",anger,מנותקים ואטומיםואז ביבי ירים טלפון לאיזה מוכר פלאפל וההוא יקוד לו  כי הוא מלך ויגיד שהיועצים אשמים. לך תעשה מחאה עם  עדר כבשים.
3451,5,"עצב, צער",sadness, רצתי איפוא שהיו חולי קורונה כדי לקבל חסינות . מי בדיוק? אין כאן ניהול של המשבר. ראש ממשלת מעבר עסוק רק בלהציל את עצמו ממשפט. הוא לא יודע לנהל את המדינה. דגנרט!
3454,5,"עצב, צער",sadness,"ככה לצערי המדינה מתנהלתכל ""נבחר ציבור"" מתנהל לפי אינטרסים אישיים ומלחמות אגו והאזרחים הצייתנים (מה לעשות עכשיו פחות כי נשבר לנו) משלמים את המחיר בחייהם ובפרנסתם. המדינה יורדת לטימיון בגללכם חבורת אפסים צמאי יוקרה וכוח"
3457,2,הבעת אמון,trust,למה לא מפרסמים את כל התגובות?מגיע לכל העוסקים ברפואה הצדעה בימים אלה. הלוואי ונזכור את אחינו הדרוזים והערבים גם יום אחרי. לזרוק את חוק הלאום לפח. חוק פאשיסטי
3458,6,"סלידה, אי אמון",disgust,יש לעקור את הליברטאניזם מן שורש החברה בישראלתנועה של שמרנים שמעוניינת להרוס את המרקם החברתי כלכלי בישראל שהאנשים בה רואים את עצמם מורמים מהעם .
3460,5,"עצב, צער",sadness,איפה הממשלה??? איפה בנק ישראל??? בתקופה כלכלית כה קשה הפוליטיקאים הבזויים תופרים על חשבוננו תיקים ! והולכים בתוך ימים להשביע עוד כ-15 שרים נוספים בעלות מוטרפת שאין לה שום צידוק והכרח! אזרחי ישראל התעוררו וצאו למחות!!!
3463,7,"זעם, כעס",anger, פרייארים לא מתים...רק מתחלפים . האוכלי חינם האלה פתאום התחילו לעבוד וכבר רוצים כסף כסף כסף....חבורה של מוצצי דם עכשיו מלחמה ותתנהגו בהתאם !!! אנשי קבע במלחמה דורשים עוד ועוד כסף ???  ושיזכרו להם את זה ????
3464,7,"זעם, כעס",anger, ומי יפצה את בעלי העסקים הקטנים? . ושוב האלימות של השמאלנים מיתפרצת איומים על אורלי לוי   שמאלנים כבר רצחתם יהודים  באלטלנה   וריבלין גנץ לפיד יעלון ואשכנזי שותקים תיתביישו
3465,6,"סלידה, אי אמון",disgust," תמנעו מהאקרים וגנבים למחוק חומרים ולשבש את המשפט . שזה לא בסדר שעבריין נאשם בפלילים מקים ממשלה, שהשותפים שלו מכרו את הבוחרים שלהם, שפתחו 20 משרדי ממשלה מיותרים, שגונבים מאות מיליארדים מכספי הציבור, עוקבים אחרי אזרחים ומטילים אימה על שופטים?"
3467,6,"סלידה, אי אמון",disgust,אזרחים מפוחדים=מהפכה שקטה לדיקטטורההממשלה מעודדת את החרדה בציבור. ציבור מפוחד לא מתעניין בזה שקורה בשלטון וככה באות עוד ועוד תקנות וחוקים שיהוו מהפכה שילטונית מדמוקרטיה לדיקטטורה
3469,7,"זעם, כעס",anger,"היא אשמה במצב חרבנה שהמדינה נמצאת בוביבי איש קטן ונוכל צמרת שרואה רק את עצמו. ואת משפטו. 36 שרים בזמן משבר כלכלי??? מטוס פרטי בזמן שיש מיליון מובטלים??  הוא אשם ! הוא רמאי ושקרן וחושב רק על האנטרסים שלו.  נאשם בפלילים! בושה לאן המדינה הדרדרה. ביבי, מיקי, מירי רגב , אוחנה , ישראל כץ- חבורה של שקרנים עלובים מושחתים. "
3470,7,"זעם, כעס",anger,תמשיכו להצביע לנתניהו תגיעו לפת לחםמה לא הבנתם נתניהו דואג בעיקר לעצמו לחרדים ולכל אלה שיודעים ללקק לו את העכוז תושבי הדרום נתונים תחת מיתקפה של החאמס כבר 18 שנה אין פוצה פה  אז המסקנה היא שזה מגיע להם אם שוב ושוב אתם בוחרים באפס הזמ אין לנו רחמים עליכם ואתם הצעירים המיואשים היגיע הזמן לעלות את גובה הלהבות  תרתי משמע תתחילו להפגין כמו ימניים
3471,6,"סלידה, אי אמון",disgust,מענקיםזו השפה שמבין נתניהו וההאדיוט שיושב לידו כחלון מי הוא בכלל הסמרטוט של נתניהו והולך להיות יד ימינו של אייקון גז ככה נראים אלה שטיפלו בכלכלה איום של אי פתיחת עסקים ומרד מיסים יעשו את העבודה נבלות סרוחות
3473,5,"עצב, צער",sadness," ליצמן עכשיו בדרכו להחריב את משרד השיכון... . שר בריאות מתחת לכל ביקורת , נותן חסות לפדופלים , הרס את הבריאות בישראל ועכשיו יהרוס את משרד השיכון ויטפל רק במקורבים  אליו לצלחת , מחכה להעמדה לדין .... כשלון מתמשך - בושה לראש ממדלה שמחזיק אותו ! "
3476,6,"סלידה, אי אמון",disgust,"דיי כבר נמאס שחררו אותנומי שמפחד שישאר בבית!!!!!
דיי כבר כבר נמאס מהשקורונה  הזאת.
הרגת לנו את הזכויות והחופש
מי כבר ייקום ויפתח את הפה???
למה יש חיסיון 30 שנה על פרוטוקולים  של הוועדות???..  "
3478,6,"סלידה, אי אמון",disgust,"פשוט ביותר האוצר צריך להחזיר אתכספי הביטוח הלאומי שנלקח על ידיו במהלך השנים
כסף זה שייך לנו משלמי ביטוח לאומי ולא לאוצר
די עם הרמאות"
3480,6,"סלידה, אי אמון",disgust,"מי יזכור? הבוחרים הטיפשים של ביבי חוטפים רקטות על הראש......משלמים יוקר מחייה מטורף, עומדים בפקקי ענק ועדיין בוחרים ברקוב הזה.

עזוב, עם של מטומטמים חסרי תקנה."
3482,6,"סלידה, אי אמון",disgust,אתם לא מכניסים שקלעובדי מדינה המשכורת דופקת כרגיל פנסיות מושחתות על חשבוננו משכורות ענק אז מה את מבלבלת את המוח לכי לחפש כושי
3484,5,"עצב, צער",sadness,האידיוטים הם אנחנו...אנחנו יכולים להאשים רק את עצמנו בכך שבחרנו אנשים שהם חסרי כל יכולות להיות שרים. הממשלה הזו שנועדה להילחם בקורונה מורכבת מחסרי חוליות וחסרי יכולת... מסובבים אותם על האצבע הקטנה... 
3487,5,"עצב, צער",sadness,"ואליו גנבי ומושחתי הפנסיות התקציביות חסרי דאגה!!!גם לא הפרישו שקל לאורך כל שנות עבודתם וגם לא מושפעים משום ירידה בשוק ההון, כי כל העבדים שמשלמים מיסים מממנים להם פנסיות מופרעות בגובה עשרות אפלי שקלים בחודש.
חייבים לסיים את השוד והאפליה המופרעת הזו!!!!!!!"
3490,6,"סלידה, אי אמון",disgust," הבעלים של איקאה תורם לביבי. הצבעתם ביבי? תקבלו זי.... . הבעלים של איקאה הוא טייקון מחסידות גור מקורב לצלחת,נגמר הסגר פריירים "
3491,5,"עצב, צער",sadness,הגיע הזמן להבין שאנו גם אזרחים . שירתנו בצבא ומשלמים מיסיםאמחנו גם בני אדם. עובדים. תורמים. שירתנו בצבא. משלמים מיסים. למה שהמגינה תגן רק על השכירים? למה?? כמוהם כמונו וגם ככה נקודת המוצא שלנו בעייתית וחלשה יותר.
3493,6,"סלידה, אי אמון",disgust,"חבורת כלומניקים תעבירו את ניהול מגיפת הקורונה לצבאכל אדם נורמלי היה מבין שזו מלחמה ומי שצריך
לטפל בזה זה פיקוד העורף,אבל ביבי וחבורת 
האפסים שסביבו לא מעניין אותם חיי האזרחים
אלא רק הם עצמם"
3494,7,"זעם, כעס",anger," מעניין אדון אוהד מדוע הגעת למשחק... . להכניס את כל הקבוצה לכלא, החל מדון מזרחי ועד אחרון האפסנאים שהיו בחו""ל. מדינת ליצמן וביבי. גועל נפש. משתינים עלינו בקשת ואנחנו אומרים גשם. מדינת עולם שלישי כבר אמרנו? הכסף והשחיתות מדברים."
3495,7,"זעם, כעס",anger,הנאשם ציפופוביבי אתה תעמוד לדין גם על מחדלי הקורונה ועדת חקירה על מחדלי מושחתיהו שמעדיף את האגו הנפחו שלו והצרכים הפולטיים והאישיים שלו על טובת ובריטות הציבור
3496,6,"סלידה, אי אמון",disgust," לסגור את מקומות הבילוי כמה שיותר מהר! . למה שמישנו יקשיב להנחיות אחרי שמבטיחים לנו הבטחות לעצמאים לשכירים של מענקים והלוואות ועובדים על האזרחים בעניים , גם אם יהיה סגר נוסף אנשים צריכים לשים פס על הממשלה ולהשאיר הכל פתוח , מדינה פח עם פוליטיקאים פח "
3498,6,"סלידה, אי אמון",disgust,"נתניהו נתן צוללות למצרים ללא התייעצות עם שר הבטחון, הרמטכל נתניהו עוכר ישראל
נתניהו פוכע בבטחון המדינה
נתניהו שקרן
נתניהו מסית ומפלג את העם
נתניהו גנב
ועכשיו נתניהו גורם לשיתוק במדינה כדי לחמוק מהכלא.

"
3500,7,"זעם, כעס",anger,המחדלים של ביבי במשך 14 שנים נחשפים לציבורביבי מכר לציבור בלונים נפוחים של ספינים שקריים והזניח את כל תחומי החיים במדינה.
3501,3,"חשש, פחד",fear,"במקום לבודד את הנגועים מהלא נגועים משביתים מדינה שלמהמשרד הבריאות לא ערוך עם ערכות בדיקה. עם ציוד מיגון .ועם מכונות הנשמה..
האזרח תמיד אשם . שהכבישים לא תואמים למספר הרכבים אז הנהגים אשמים
ומי בחזית נגד האזרח השוטרים . שמערכת הבריאות לא ערוכה .אז האזרח סובל . והרופאים
והאחיות בחזית . ההאלימות בבתי חולים היתה צריכה להדליק נורה אדומה ולחשוב שאולי האזרח צודק במצוקה שיש בבתי חולים .ולהשקיע יותר .
כולם רואים את התוצאה .  הסכמים הקואליציונים והשקעת הכספים לא לרווחת האזרחים
גורמת למשק ולאזרח לסבול"
3504,6,"סלידה, אי אמון",disgust,"עצמאיםהגיע הזמן להתחשב גם בעצמאים שסוחבים הכל על הגב של עצמם ..ללא עזרה מהמדינה בשום נושא! אבטלה,פנסיה ועכשיו במצב חרום. תתעוררו"
3506,7,"זעם, כעס",anger,בדיחה האוצר עובד על העצמאים עדיןנלא הדפיסו את ההוראות קצת ציונות קצת ערכים איפה הפטריטיות למרות הכול הצבעתם לליכוד זקוקים לכסף רב לשרי ישראל אתם לא מענינים אתם משעממים להתראות הבועה התפוצצה לנו בפנים קצת סבלנות למכור נכסים מכוניות פאר פיות כסף שחור 
3507,6,"סלידה, אי אמון",disgust,"שיתמודדו כמו כולנו ! כל המשק במשבר עמוק,
כולנו מתמודדים אבל הם המפונקים 
בוכים לתמיכה של משרד האוצר.
שיתיעלו כמו כל חברה פרטית בשעת משבר"
3509,6,"סלידה, אי אמון",disgust," גם מי שנתנו לו לפתוח העסק שלו מת. . צריך לתת פטור מארנונה לשנה ולא 3 חודשים. צריך לשרוף את עיריית ת""א כי כל עוד היא קיימת היא תרכב על גבם של העסקים ותרמוס אותם. אין יותר כסף לממן מוסדות ציבור ועובדי ציבור. לסגור את עיריית ת""א היום. חזירים כלבים"
3511,6,"סלידה, אי אמון",disgust,"למה לא דחו תוספות שכר לראש הממשלה, שרים ח&quot;כ ובכירי שירות המדכל אלה שמופעים ערב ערב בטלויזיה מנכ""ל הבריאות, האוצר, הממונה על התקציבים, החשכ""ל ונציב מס הכנסה נהנו מתוספת שכר אוטומטית בנוסף לראש הממשלה שרי הממשלה וחברי הכנסת"
3513,6,"סלידה, אי אמון",disgust," דמגוגיה זולה ומסוכנת . המגזר החרדי הוא הכי שנוא במדינה והכל באשמתו.
שחצנות ויהירות וחזירות, אומרים לכולם איך להתנהג ואיך לחיות ולא מכבדים את דעת האחר ואז מתפלאים שמעבירים עליכם ביקורות? תשחררו את המדינה כבר !!!"
3515,7,"זעם, כעס",anger," איך אפשר להפנות אצבע לעמים אחרים . את השני בלי להקשיב להוראות, כמו שהם משניאים את עצמם עלינו הם משניאים את עצמם ואותנו בכל העולם.אפילו אלוהים אם הוא קיים לא מבין למה הם עושים את זה ועוד בשמו.נמאסתם, שבו בבית תתפללו בחדר שינה נעול ותעזבו אותנו"
3516,3,"חשש, פחד",fear,"מעכשיו אני אעשה הכל כדי לדאוג רק לעצמי ולא לשכיר שעובדחצי ממני ומקבל אחריות מוגבלת וצרה. מדינה ארורה, פוליטקאים זבל, נבערים דתיים שדותים את דמנו ומוסלמים שמצפצפים על הכל. תתחילו לעשות סדר במדינה המופקרת ולא אם אלה שמשלמים מיסים, הולכים לצבא ופותחים עסקים ליגיטימיים."
3520,6,"סלידה, אי אמון",disgust,"כמו באמריקה...הבטחות כמו חול ואין מה לאכולביבי מפזר הבטחות ואני מקבלת 2,502 ש״ח, וטני אמורה להתקיים מזה? זו העזרה והתמיכה והתמורה למיסים שאני משלמת? ובינתיים שרים וח״כים שלא עובדים מקבלים עשרות אלפים. ממשלת מאפיה"
3522,6,"סלידה, אי אמון",disgust,שוב שקר..ביבי??? עם המצב באמת כל כך טוב? למה סגרים וכל מני שטיות אתה עדין עושה? פתח את התאטראות.. פתח את החתונות.. פתח את התערוכות. ואת כל מה שסגרת ]פתח ומיד.. מנה קצין לדאגה ולטיפול שותף במגפה ומספיק עם סגרים וכל מיני שקרים.. הרי אתה אומר שאלפים נדבקים והסגר הכרחי? אז איך אנו הטובים בעולם? כמה כסף העברת לעיתון עבור הכתבת הכזב? ביבי מספיק לשקר את העם.. אתה עם עניים בראשך רואה את הפגנות הזעם נגדך ואלה לא רק השמאל אלה חלק ניקר שממך מאס..
3524,5,"עצב, צער",sadness," התעוררו , פתאום נולדו קשישים ונזקקים עד כה הם חיו על הירח . עשרות אלפי אזרחים  ותיקים..קשישים.שבנו את המדינה.ושילמו כל חייהם לביטוח לאומי ממיטב כספם..חיים.בישראל.רק  על קיצבת  ביטוח .לאומי.קיצבה.בזויה בסך..2.080.ש.ח..בחודש.וזו הכנסתם היחידה.ועם זה הם צריכים להתקיים כל החודש.לקנות תרופות. אוכל. לשלם חשבונות שוטפים.ולהחזיק.את עצמם בחיים..בימים נוראים אלה.של  מחלת.הקורונה.אין להם אפילו כסף..לקנות.לעצמם .תרופות.ואוכל.בשביל. לשרוד את המצב.מכיון .שאין להם כסף לכך.הממשלה..וביטוח לאומי.שמספרים לנו שהם דואגים לקשישים. היו חייבים.וגם חייבים עכשיו.באופן דחוף.להקדים .  לשלם.להם  את תשלומי קיצבת ביטוח לאומי.באופן דחוף ביותר.ואף להעלות להם מייד את הקיצבה.על מנת שיוכלו  להתארגן ולקנות לעצמם תרופות ואוכל ומצרכים לביתם..למה.הממשלה לא  עושה זאת .מיידית.ומזניחה אותם לנפשם.."
3526,3,"חשש, פחד",fear,"ישראייר מאריכה את החל&quot;תבטח עכשיו לא נראה את הכסף ששילמנו על טיסה שבוטלה בכלל
בינתיים הם משלמים לעצמם משכורות כמו שעון ואנחנו מממנים אותם כבר כחצי שנה עם כספים ששילמנו ולא צוברים ריבית ולא פיצוי ראוי
וממשלת הצללים המצחיקה הזאת עוד נתנה לה הלוואה מכספי המיסים שלנו 
ככה דפקו אותנו פעמיים בלי לעשות חשבון
חרא של מדינה ביום שהשמיים יפתחו אני עף מפה אפילו למדינת עולם שלישי
העיקר לא לפרנס את האוכלי חינם שיושבים בממשלה"
3530,5,"עצב, צער",sadness,"כולם נפגעו קשות , ומה על האזרחים הותיקים עם קצבת זקנה עלובהשל  כ2100 ש''ח בחודש?
אפשר לחיות מסכום מעליב ועלוב כזה?
מה עושים מאות אלפי גמלאים בגיל פרישה שאין להם פנסיה?
לאן ברחה טסה השרה הכושלת בממשלה גילה גמליאל?"
3532,6,"סלידה, אי אמון",disgust,לחלק כסף לאנשים??????????זה כסף שלנו!!! הפרשנו אותו כחוק במשך כל שנות עבודתינו!! המצב הכלכלי נכפה על אזרחי ישראל כחלק ממדיניות ממשלתית למניעת הדבקה המונית.. למה לטרוח בכלל להסביר לך איש טיפש
3534,6,"סלידה, אי אמון",disgust,הלפרין ושות אפסים מוחלטים עים מאה שלושים חנויות אין לך רזרוות שקרנים תסגרו ולכו קיבינימת ׳ אותו דבר כמו אבא שלו 
3536,6,"סלידה, אי אמון",disgust,"רוב האנשים שנמצאים מתחת לקו העוני בשגרה הם נתמכי רווחה מבחיראנשים פה חיים על קצבאות מהמדינה בכיף, בלי לתת כלום (לרוב אפילו לא עושים צבא)... מבחירה לא עובדים ולא עושים שום דבר כי יש קצבה. במקום לעזור רק למי שנותן חזרה ורוצה לעזור לעצמו נןתנים לכולם ומפתחים פה תרבות רווחה. רוב האנשים האלה לא רוצים לעבוד ולא רוצים לרכוש מקצועות חדשים כדי לפרנס והכי הזוי שעוד מביאים ילדים לעולם ויוצרים עוד עול על המדינה... והקורונה רק מעצימה את זה. אנשים לא עובדים כי יש קצבאות. העיקר באים פה בטענות למדינה... פרזיטים "
3538,5,"עצב, צער",sadness,לראש ממשלה שעומד במשפט על קבלת שוחד שחיטות והפרת אטמוניםאסור לתת לו להכניס יד בקופה ציבורית לחלק כספים לפי אינטרסים שלו.רק חלשים זקאים לקבל מענק קורונה.זה שנתניהו מחלק מענקים גם לאשירים מוכיח את פוליטיקאי המכואר שפועל רק לפי אינטרסים אישיים.הוא דעג לעצמו בקבלת החזרי המס על ידי חקיקת חוק פרסונלי מכואר בשובי של מיליון שמיהר לקבל אותו בזמן ש800000 מעסיקים נישארו בלי פרנסה.זה הראש ממשלה שלנו
3541,6,"סלידה, אי אמון",disgust, תנו להם לפתוח עסק קטן . ותראו איך הם לא יודעים מאיפה לשלם חושבים שעצמאיים קוטפים כסף בעצים לוקחים הלוואות בשביל לממן את כל התשלומים והמגזר הפרטיאיפה הסיוע 
3542,7,"זעם, כעס",anger,"שוב הפרזיטים  החרדים משתמטים משירות   קובעים לרוב החילונימה לעשות.
סגירת מרכזי הקניות בשבת תביא הפגנות נגד הפרזיטים בשכונות שלהם דווקא בשבתות.
למנהיגי הטפילים אוכלי חינם אל תמשיכו בקו שלכם זה מביא למלחמת אחים חלילה.
אנחנו החילונים רוצים לחיות את חיינו בלי כפיית עובדי אלילים פגאנים."
3543,3,"חשש, פחד",fear,העיקר שיפרנסו את עובדי הציבור והפוליטיקאיםהעסקים פתחו וכמעט לא מרוויחים. את הארנונה לעסקים צריך לבטל לשנה ולא ל3 חודשים אחרת מה שקורה בארהב יהיה גן ילדים למה שיקרה פה. ראשי רשויות מקומיות צוחקים וגונבים ולוקחים כספי ציבור יש להם דם על הידיים הם פושעים
