,motion_id,emotion,emotion_en,talkbacks
6770,3,אהבה,love,"זה עתה צפיתי בסרטון שלמעלה בפעם הראשונה ואני מרגישה קצת מטומטמת על כך, אבל הנה כמה מהמחשבות שלי על התלבושות שלה"
6771,0,כעס,anger,אני מרגיש כל כך חסר קלוריות ביום
6772,4,עצב,sadness,אני אומר לעצמי שבכל פעם שאני מרגיש מהסס להתחיל עם מואי תאי
6773,3,אהבה,love,אני כועסת עליו שהוא כל כך אנוכי ולא נתן לי שום דבר להמשיך
6774,0,כעס,anger,אני מרגיש כאילו מצמצתי ופספסתי את זה
6775,1,פחד,fear,"יש לי הרגשה שדיוויד הולך להתברר כאבא נהדר, הוא כבר חושף את בנו שזה עתה נולד לעולם של הגיק"
6776,0,כעס,anger,אני רגיל להרגיש ריק שאני לא יודע איך מרגיש אושר
6777,0,כעס,anger,אני יודע איך אתה מרגיש עברתי התעללות פיזית בילדותי על ידי בן משפחה והוכה על ידי אבי עד שהוא מת כשהייתי ואז אחי הגדול היכה אותי עד שיצאתי ב
6778,1,פחד,fear,אני מרגיש מרענן ומוכן לקחת על הטיסה שלי לשדה התעופה
6779,1,פחד,fear,אני מתחיל להרגיש שוב מצליח בכל מה שקשור לחיים
6780,1,פחד,fear,אני לא יודע איך לנסח את זה אחרת אני מתגעגע להרגיש שמכבד בחור ולהיות מסוגל להחזיק יד של בחור בקניון בידיעה שהוא כולו שלי
6781,1,פחד,fear,אני מרגיש כאילו הצלחנו כאן יותר
6782,0,כעס,anger,אני מרגיש כאילו חייתי עם הדמויות והרגשתי את הכאב והסבל שלהן
6783,0,כעס,anger,אני פשוט מרגישה כל כך מובסת ששוב אני המוזרה שלא יכולה להסתגל לאמהות
6784,2,שמחה,joy,אני די אוהב את ההרגשה שאני משתוקק כואב לאביב
6785,2,שמחה,joy,אני אפילו לא מרגיש נאמן לגבי כל זה
6786,0,כעס,anger,אני שולף את זה וקורא אותו שוב כשאני מרגיש נמוך
6787,1,פחד,fear,אני מרגיש שהיא ידידותית ונחמדה
6788,2,שמחה,joy,אני מרגיש קצת כמו ילד שובב כי לא הייתי בטוח שאני אעשה פוסט היום
6789,3,אהבה,love,אני מרגיש מאוד סרקסטי היום
6790,5,הפתעה,surprise,אני למעשה מעדיף נעלי פיפ טוון בגלל זה כי אז אני לא אשים לב שהנעליים שלי מרגישות מצחיקות
6791,1,פחד,fear,אני לא מרגיש זוהר יותר kangna ranaut a href http www
6792,0,כעס,anger,אני מרגיש מתעלמים ובלתי נראה אז כל סוף שבוע הוא אומלל
6793,0,כעס,anger,"התחלתי להרגיש געגועים הביתה בפעם הראשונה בחיי למרות שגרתי בחו""ל לפני שנים"
6794,4,עצב,sadness,נותרתי בהרגשה מעט מאוימת ומוצפת
6795,0,כעס,anger,אני מרגיש קצת עצבני עם כאב ראש קל אחרי ערב לא פרוע ומטורף
6796,0,כעס,anger,אני כועס על המוח שלי שהאט בקיץ והתסכלתי מכך שהעבודה שלי לא מסתיימת ואני שוכח דברים ובנוסף לזה אני מרגיש עלוב במשך חלק ניכר מהשנה
6797,4,עצב,sadness,אני יכול לשמוע את המהום שאתה משמיע בתחושת החום שלי ורגלי זזות מעט בצורך מוזר
6798,0,כעס,anger,אני מרגיש כל כך שבור לב
6799,3,אהבה,love,התחלתי להרגיש קר כמו תסמינים של בחילה קלה שיעול ועייפות
6800,1,פחד,fear,אני מרגישה שאין לי את הרגעים היקרים שהנקה מביאה
6801,3,אהבה,love,אני מקשיב לדאבסטפ כשאני מרגיש עצבני לעזאזל
6802,1,פחד,fear,אני באמת מרגיש הכי מרוצה
6803,5,הפתעה,surprise,התחלתי להרגיש המום
6804,0,כעס,anger,אני מרגיש צורך שתהיה לי סיבה או כל מה ששנאתי שהייתי צריך להיות נתון לרעמים וברקים כשזה היה מיותר
6805,0,כעס,anger,אני אפילו לא יודע איך לתאר איך אני מרגיש שזה כאילו אני עצוב אבל אני יכול להבין את ההחלטה שלו אבל אני לא יכול לשלוט בעצמי לא לכעוס עליו
6806,0,כעס,anger,אני מסתכל על הרשימה הזו וחושב לא פלא שאין לי מושג מי אני שאני מרגיש כמו ריק
6807,4,עצב,sadness,אני מרגיש מפחד
6808,3,אהבה,love,"לעתים קרובות אני מרגיש מוטרד מזה בגלל חוסר היכולת שלי להפסיק לאהוב אנשים, לא משנה כמה זמן עובר או כמה עמוק הם עושים לי עוול"
6809,1,פחד,fear,אני גאה בעבודתי ובסביבה המעודדת הסקרנות המעשירה שהעבודה יצרה עבור גננות עתידיות המגיעות דרך בית הספר
6810,3,אהבה,love,באמת נתקלתי בכמה מאבקים אינטנסיביים מאז שעברתי לגור כאן ואני חייב לומר שאני מאוד גאה על הדרך שבה אנחנו נותנים אחד לשני את הכבוד להרגיש אבל אנחנו צריכים להרגיש כועסים לחוצים מה שלא יהיה ובכל זאת אנחנו עדיין משתפים פעולה כדי לתקן הנושא
6811,3,אהבה,love,אני לא מרגיש קטנוני
6812,1,פחד,fear,אני בדרך כלל מעודכן שזה כנראה מגיע לעובדה שאני מרגיש מבדר ואוהב אבל לא מאוהב באף אחת מהדמויות
6813,0,כעס,anger,אני מרגיש קצת מיואש בבלוג לאחרונה
6814,1,פחד,fear,אני מרגיש אנרגטי ומוטיבציה עם הילדים שלי שהימים יכולים לנוע כל כך לאט
6815,0,כעס,anger,אני יכול לחלוק את הרעיונות שלי בלי להרגיש טיפש כי הם כבר יודעים כמה טיפש אני יכול להיות
6816,1,פחד,fear,אני מרגיש נרגש רק מבחנים שנותרו לחופש אני מאחל לי סופר-דופר-באמת בהצלחה
6817,3,אהבה,love,אני מרגיש מאוד עצבני בחג המולד הזה
6818,0,כעס,anger,אני מקרטע ומפלט משהו שפוגע בך בבקשה תבין שאני עדיין לומד ואני כנראה ארגיש טיפש כמו שזה עתה נשמעתי
6819,4,עצב,sadness,אני מרגיש קצת פחות מפחד מזה
6820,3,אהבה,love,קיבלתי את ההרגשה שהיא שנאה שאני לא מודה בזה הכניסו את זה פנימה אני יודע ששנאתי כל מכשול שהרחיק אותו ממנה כל גוש עופרת שהמשיך להיות מונח בדרכנו הברורה פעם אחת לזרועות זו
6821,2,שמחה,joy,"אני רוצה לדעת רגשות שמעולם לא הרגשתי לפני כן, אבל האם אי פעם אחווה את המגע העדין שלך שוב"
6822,0,כעס,anger,אני מרגיש קצת מיואש פה ושם אבל אני לא מוותר
6823,1,פחד,fear,לאחרונה גם לא הרגשתי ידידותית לצילום מכיוון שיש לי שלושה פצעי קור על הפנים
6824,3,אהבה,love,אני מרגיש כמו חפץ קר ללא זהות
6825,4,עצב,sadness,התחלתי לחשוב שנפטרתי משורות אתגר האימפרוב של תעלולים חסכניים והתחלתי להרגיש קצת חסרת ביטחון לגבי הכניסה הראשונה שלי בחודש שעבר
6826,1,פחד,fear,קיבלתי תואר באנטומיה הראשון שקיבלתי אי פעם בשיעור מדעים כאן
6827,0,כעס,anger,אני מרגיש שבור לב בשביל תושבי צפון קרולינה
6828,2,שמחה,joy,לא הרגשתי שהיא לגמרי תומכת
6829,1,פחד,fear,אני מרגישה כל כך מוערכת אבל משלמים לי הרבה פחות
6830,2,שמחה,joy,מעולם לא יכולתי להרגיש את סוג האינטימיות והאהבה הביטחונית אליה אני מייחלת במהלך החיים
6831,0,כעס,anger,אני חושב שהייתי חולה כל השבוע שעבר פשוט נכנסתי לתלם וברגע שאני מרגיש נמוך ככה זה כל כך קשה לחזור לשגרה
6832,1,פחד,fear,אני לא כותב כי אני מרגיש שיש לי כוח רצון מעולה שאפשר לי להתנזר לאורך השנים
6833,3,אהבה,love,יכולתי להתחבר באמת וליהנות במקום להסתגר ולהרגיש ממורמר
6834,3,אהבה,love,אני פשוט מרגישה מרדנית
6835,0,כעס,anger,התחלתי להסביר כמה אומלל הייתי השנה ואת כל הסיבות לכך וההרגשה כל כך פתטית שאני נבוכה מכדי לתאר
6836,4,עצב,sadness,אני יודע שאני אמצא עבודה ולאלוהים יש תוכנית אבל אני מרגיש קצת לא בטוח לגבי הכל כרגע
6837,0,כעס,anger,אני מרגיש ממש מיואש ועצוב וניסיתי להתקשר לאשלי ומאוחר יותר ניסיתי להתקשר לרומל
6838,4,עצב,sadness,הייתי רוצה ללכת אבל לא הייתי עוזב בלי סיבה כי זה ירגיש מאוד לא נוח
6839,3,אהבה,love,אני מרגישה מלאך גונב אותי מהמלתעות החמדניות של המוות והמקרה ומושך אותי פנימה בידיים יציבות הם נתנו לי הזדמנות שנייה האמן באמבולנס נוכל להרים אותך מהקרקע יותר מאשר אורות מהבהבים וקול
6840,1,פחד,fear,פשוט הרגשתי קצת יצירתי
6841,5,הפתעה,surprise,אני מרגיש יותר מקצת המום
6842,3,אהבה,love,ראיתי אותך נרדם מטפס בחזרה למיטה לפני שהיית אפילו אופקית ועכשיו אני ער והצוואר שלי צפוף ואני מרגיש עוין ומרומה
6843,4,עצב,sadness,"פשוט לא הרגשתי שהם השיגו אותי, מה שאומר שאני לא שש להיפתח ולחלוק באמת מה קורה"
6844,4,עצב,sadness,אני מרגיש כל כך המום שאני בחילה
6845,1,פחד,fear,אני מרגיש כבוד גדול ומצפה להיענות לאתגר
6846,3,אהבה,love,אני מרגיש כאילו אני אחד העקשנים
6847,1,פחד,fear,תמיד הרגשתי שאני חולה לסיים את המאסטרים שלי גדלתי ואמרו לי שזה ממש חשוב לסיים את האוניברסיטה ואני קצת מרגישה שאני מספיק אינטליגנטית כדי באמת לסיים את זה תראה את הגאווה שלי
6848,1,פחד,fear,אני מרגיש שדיברתי על סיפורי בריאה לנצח ואני מתרגש סוף סוף להיות מסוגל לזוז
6849,4,עצב,sadness,"אני מוצא את עצמי מרגיש סקפטי בצורה מבישה לגבי חוכמתם של הגורואים הפופולריים, במיוחד כשמדובר בהסבר משכנע של תופעות מורכבות ברצינות, גם כאשר היא מוצעת למחיאות כפיים סוערות המגיעות מקהל מריעים"
6850,5,הפתעה,surprise,אני לא בטוח איך אני מרגיש אני בהלם בכנות
6851,4,עצב,sadness,אני מרגישה קצת חסרת מנוחה לגבי אקסל
6852,1,פחד,fear,לא חשבתי שהוא יכול להרגיש ככה בכנות לגבי עצמו ואם כן לא הייתה לו סיבה לכך כי שוב הוא היה פופולרי ולוהט להפליא
6853,1,פחד,fear,הייתי חלק מהמשפחה ויש לי הרגשה שמתקבלת
6854,3,אהבה,love,אני מרגיש שנוא ומבודד אבל זה לא כואב
6855,1,פחד,fear,פעם כל כך שנאתי ללכת לעבודה אבל אחרי היום אני מרגיש בטוח שאני עושה עבודה טובה
6856,1,פחד,fear,אני מרגיש טוב אבל רק צריך חופשה אחרי החופשה שלי
6857,2,שמחה,joy,אני לא מרגישה שהפגישות הן סביבה תומכת במיוחד איך היא מצפה שיתייחסו אליה כשהיא ירדה במשקל שהיא רוצה לרדת
6858,0,כעס,anger,יש לי בטן מלאה וזה השיעור השני שלי ביום אני די עושה קקי ומרגיש רדום
6859,0,כעס,anger,אני בדרך כלל מתעורר בתחושה של עצבני
6860,3,אהבה,love,קבעתי חוק עם החבר שלי שלא נסיים את פגישת התכנון בסוף היום עד שנפתור את כל הקונפליקטים או כל רגשות כעס או כל דבר שהפריע לאחד מאיתנו ולתקן את מה שהיה
6861,1,פחד,fear,אני יושב בחוץ נחוש בדעתי פשוט לכתוב את מה שאני מרגיש שזה מהמם בחוץ גם אם החרקים מזמזמים מסביב
6862,0,כעס,anger,אני מרגיש אפילו יותר ריק מבעבר
6863,0,כעס,anger,למדתי גם שרגשות לא יכולים לפגוע בי אלא אם אני נאחז בהם
6864,2,שמחה,joy,ניסיתי להסביר לו איך אני מרגיש כשהוא אומר שהוא תומך ואז הוא פשוט הולך על המצב הקיים בחיים
6865,2,שמחה,joy,אני מרגיש שיש מחסור באנשים נאמנים שאפשר לסמוך עליהם
6866,4,עצב,sadness,אני מרגיש קצת מאוים
6867,0,כעס,anger,הלכתי לישון מאוחר אתמול בלילה והרגשתי די עצבני הבוקר
6868,0,כעס,anger,במהלך החופשה שלי פגשתי שוב חברה שניסתה להתאבד היא בדיוק יצאה מבית החולים
6869,1,פחד,fear,אני מחזיק את הקשת זה גורם לי להרגיש מגניב
6870,1,פחד,fear,אני מרגיש שזו פשרה מקובלת עבור כונן שהוא כל כך נייד ותואם
6871,1,פחד,fear,אני מרגיש שהיצירה הזו מאוד פתורה ומגובשת מה שהופך אותה לאחד מספרי האריסט המוצלחים ביותר שראיתי וחוויתי
6872,3,אהבה,love,אני מרגיש קצת קנאי כי ניסיתי לצאת איתו לפני זמן רב אבל הוא לא רוצה אותי
6873,0,כעס,anger,אני די כואב היום ומבחינה פיזית פשוט מרגיש מותש ושרוף
6874,1,פחד,fear,אני גם מרגיש מרוצה וצנוע מהחוויה הזו ותמיד אהיה אסיר תודה על ההזדמנות הזו
6875,3,אהבה,love,ipi יכול לשבת כאן ולהרביץ לעצמי על כל זה אבל אני מרגיש הרבה עד מרדני בגלל שהיום בעצם אני כועס על העולם ועל עצמי בו זמנית
6876,1,פחד,fear,"אני לא מרגיש חוץ מזה, אני להוט לראות את השניים האלה כשלוקאס גדל"
6877,1,פחד,fear,אני מרגיש הומוריסטי
6878,0,כעס,anger,קיוויתי שהיא לא תרגיש מאוכזבת אם אף אחד לא יתקשר
6879,3,אהבה,love,לא הרגשתי שהיא אנוכית והבינה לגמרי מאיפה היא באה
6880,0,כעס,anger,הרגשתי קצת טיפש כי אני לא יודע איך
6881,1,פחד,fear,אני מרגיש די בטוח בהחלטה שלי
6882,1,פחד,fear,אני מרגישה שאני כן מבינה את הטבע האלוהי שלי כבת אלוהים אבל ברור שאני לא
6883,3,אהבה,love,אני מרגיש שנאה לפעמים
6884,1,פחד,fear,אני רק רוצה לצאת לשם ולרומם כמה אנשים ולתת לאנשים ללכת בתחושה שהם ראו משהו ומתרגשים
6885,1,פחד,fear,אני מרגיש שמכבדים אותי משהו שרוב הבנות לא יכולות לקבל מעמיתיהם
6886,3,אהבה,love,אני מרגיש קצת לחוץ מכיוון שלאהרון יש חברים לישון
6887,0,כעס,anger,ברצינות אין לי תחושה כשנדחיתי במובן מסוים שאני לא שמח עצוב או ממוצע
6888,3,אהבה,love,אני יכול להפסיק להרגיש קנאה
6889,0,כעס,anger,אחרי שהחבר שלי ואני נפרדנו
6890,4,עצב,sadness,אני מרגיש כל כך מבולבל ועצוב
6891,0,כעס,anger,אני תמיד אעזור לאחרים בכל דרך שאני יכול אבל אם אתה לא מרגיש בתוכך לעשות את העבודה וללמוד סוף סוף לאהוב את עצמך אז העזרה והמוטיבציה שלי יהיו לשווא
6892,1,פחד,fear,אני מרגיש שהאנרגיה מהירח והכוכבים חיונית לא פחות פיזית ורגשית כמו זו מהשמש
6893,2,שמחה,joy,אני שומע את השם אני מרגיש אהוב
6894,0,כעס,anger,הלכתי לישון בהרגשה עלובה
6895,3,אהבה,love,אני מניח שאני מרגיש שהדברים שכתבתי עליהם היו כל כך קטנוניים וקטנים שאני קצת נבוך לחזור עליהם
6896,0,כעס,anger,אני לא מצפה ממך לרחם עליי
6897,1,פחד,fear,אני מרגיש טוב ומאושר מההתקדמות שלי
6898,2,שמחה,joy,אני מרגיש מבורך שאני גר באמריקה יש לי משפחה נפלאה ושדורותי קלסי הייתה חלק מחיי
6899,1,פחד,fear,אני מרגיש מאוד מבורך עם כמה קל זה היה עד כה
6900,1,פחד,fear,אני פשוט מרגיש שכל מי שמרוצה לחלוטין ממה שהוא עושה לעולם לא יתקדם ולפעמים מרגיש רע בגלל שהוא מרגיש רע יכול לשמש ככלי מוטיבציה
6901,1,פחד,fear,"התחלתי להרגיש שאם אני ממשיך לתמוך במערכת הזו, הפכתי לחלק מהדם שמוצץ הכל למטרות רווח"
6902,1,פחד,fear,אני מרגיש די מרוצה מעצמי ביליתי דקות על הקרוס טריינר ואז שתי דקות רבות על לוח הרטט רק כדי לבדוק את התוכניות כמובן
6903,3,אהבה,love,אני מרגיש כל כך מעונה
6904,0,כעס,anger,"אני מרגיש בפנים כי החיים הם כמו משחק לפעמים, אבל אז אתה מסביבי החומות פשוט נעלמו שום דבר כדי להקיף אותי ולשמור עליי מהפחדים שלי אני לא מוגן ראה איך נפתחתי הו, גרמת לי לבטוח כי מעולם לא הרגשתי ככה לפני כן עירום סביבך זה נראה"
6905,1,פחד,fear,"אני ממליץ בחום לא רק על השיר הזה אלא על הלהקה באופן כללי, אני יודע שהסאונד שלהם אולי נראה לי רוק מוכר, אבל אני מרגיש שהביצועים שלהם מאוד כנים ובכל מקרה הדברים שלהם ממש טובים"
6906,0,כעס,anger,אני פשוט מרגיש כל כך רדום
6907,2,שמחה,joy,אני מאוד ההפך מזה המגניב שלי מבוסס על שתייה והתרועעות בלי לזכור שנפגשתי וניסיתי להכיר אנשים רק כדי להרגיש מקובלת בפעם הראשונה בחיי
6908,1,פחד,fear,יכולתי להרגיש את האוויר הקריר מרילאק היה כמו מקפיא ענקי למגורים זרימה ביתר קלות דרך החור הנוסף הקטנטן בנחיר הימני שלי
6909,1,פחד,fear,i code היה קיים במטרה היחידה לגרום לאנשים טיפשים להרגיש חכמים
6910,3,אהבה,love,אני מרגיש סרקסטי לעתים קרובות יותר מאשר לא
6911,1,פחד,fear,"אני מרגיש שזו כנראה האסטרטגיה המקובלת ביותר לגילוי העבר ההיסטורי, זה לא מרמז בשום אופן שזו השיטה היחידה לחקור את העבר ההיסטורי."
6912,1,פחד,fear,אני חושב שהעניין הוא שאני מרגיש שאני יכול להיות אסיר תודה יותר בקלות מאשר הרבה אנשים
6913,1,פחד,fear,אני מרגיש מאוד שליו כשאני מסתכל על זה
6914,1,פחד,fear,אני עדיין מרגיש אסיר תודה וברוח זו אני חושב שאני חוגג את הבלוג על ידי שיתוף כמה רגעים בחוויות מהסתיו הזה שאני אסיר תודה עליהם
6915,3,אהבה,love,אני לא מרגיש אלים אני מרגיש יצירתי עם נשק
6916,4,עצב,sadness,אני מרגיש המום בצורה טובה
6917,0,כעס,anger,אני לא מרגיש קודר לגבי זה למרות שאיבדתי את הופעת העיתונות שלי במרץ האחרון
6918,0,כעס,anger,אני עדיין מרגיש עצבני והבטן שלי עדיין מתכווצת ואני עדיין מדמם מהביופסיות אני מרגיש שניתנה לי הזדמנות
6919,0,כעס,anger,אני מדלג על קומה אחת וארבע כי הן שתיים מההרגשה הכי קונבנציונלית ולמען האמת מפות משעממות במשחק בשבילי
6920,2,שמחה,joy,אני מעדיף לקחת את הסיכויים שלי לשמור על הלב שלי ולשבור אותו שוב ושוב ואז להפסיק להרגיש להפסיק לדאוג להיות ציני
6921,2,שמחה,joy,אני מרגיש כמו בלגן לוהט
6922,3,אהבה,love,אני פשוט מנסה לא לדבר עם אף אחד כשאני מרגיש עצבני כזה
6923,0,כעס,anger,אני מרגיש שאני ילד דחוי
6924,4,עצב,sadness,לא מדדתי אוכל ששתיתי כמעט מספיק מים כדי לעקוב אחר כושר כלשהו ובסך הכל אני מרגיש מזועזע לחלוטין ולא מרוכז כי אני לא מרגיש שהבסיס שלי יציב כרגע
6925,3,אהבה,love,אני באמת מרגיש כל כך חסר סבלנות
6926,1,פחד,fear,אני מציע לפני שתתחיל לך לקחת קצת זמן להרהר במערכות היחסים שלך ולהבין מה ספציפית גורם לך להרגיש מוערך ואהוב ומה גורם לך להרגיש חסר ביטחון ומיותר
6927,2,שמחה,joy,אני עושה את היוגה שלי אני נפתח מרגיש רך שעתיים אחר כך אני כורך יפה שוב בשמחה עוטף עליו שכבה על שכבה מתוך ההרגל שלי עם כוונה טובה
6928,0,כעס,anger,אני מרגישה מאוד לא מספיק אבודה וחוששת שהוא יעשה כל מה שצריך לעשות
6929,3,אהבה,love,אני לא מרגיש כמו אידיוט ולא לכעוס בצורה לא הגיונית על אנשים שהולכים לישון מוקדם מדי סליחה על משפחת הכעס
6930,2,שמחה,joy,אני מרגיש קצת נוסטלגי מאז שעברתי על קופסה של תמונות ישנות של אבא שלי לפוסט שעשיתי עבור href http mysalvagedtreasures
6931,0,כעס,anger,אני מרגיש מוטרד מהרעב שלו ומחוסר הבית שלו
6932,3,אהבה,love,אני מרגיש כל כך מעונה מהסתכלות ברשימות ההרצאה ושום דבר לא נכנס חוץ מתוכניות החג שלי
6933,4,עצב,sadness,אני מבין אבל אני מרגיש מבולבל בגלל כל מה שקשור אלייך לאחרונה
6934,0,כעס,anger,"הגעתי לתיאוריה שלפיה גם אם אתה מרגיש שאתה לא רוצה לשמוע את האמת בסופו של דבר, תצטרך להתמודד איתה במקרה שלי, הייתי צריך לקרוא את זה, וזה היה תחושת חרטה עבורי"
6935,4,עצב,sadness,אני מרגיש מאוים או חרד אני נהיה קהה ומנותק מהרגשות והסביבה שלי
6936,1,פחד,fear,אני לא יכול להגיד לך את השמחה שחשתי כשהחזקתי את בני הרגוע עכשיו
6937,1,פחד,fear,אני כל כך אסיר תודה על כך היום ומרגישה מאוד מבורך שיש לי שני נכדים כרגע
6938,5,הפתעה,surprise,אני אומר מתרחק ומניד בראשי מרגיש קצת מבולבל להשיג את המשקאות
6939,1,פחד,fear,אני מרגיש נחוש לעשות טוב עבור הנייר בשפת האם שלי שיימצא כאן בעוד ימים מוזרים
6940,1,פחד,fear,כאשר הבקשה שלי ללימודי התואר השני התקבלה
6941,2,שמחה,joy,אני מרגיש שזה הדבר שקרה עם אבא שלי הייתי נאמן בעקשנות מכדי לתת לו לזרוק אותי כמו חתיכת אוכל רקובה
6942,0,כעס,anger,אני מרגיש מעט כואב ומטלטל כמו אצבעות קפואות שמפשירות אחרי אחר צהריים ארוך של מזחלות בשלג
6943,0,כעס,anger,אני מרגיש שכל מה שהיא רוצה זה הון של ההורים שלו וזה מצער
6944,4,עצב,sadness,אני מרגיש כמו אדם שעינה מישהו כי אני אוהב לראות את המעריצים מבולבלים ונבוכים בו זמנית
6945,2,שמחה,joy,אני רוצה ללכוד את התחושה הזו ולנסח אותה במילים כדי שאוכל שוב לקבל את הטעם המתוק בפה שלי עכשיו
6946,1,פחד,fear,"אני לא יודע מה אני מרגיש לגבי זה, אבל אני נרגש יותר מכך שמופע הסתיו יקרה בפריז"
6947,5,הפתעה,surprise,אני עדיין מרגיש קצת מצחיק כשאני מגלה את ה-FB שלו לעזאזל
6948,0,כעס,anger,אני מרגיש נורא היום שוב
6949,5,הפתעה,surprise,אני עלול לצאת מקיומה אני מחייך מרים את העט שלי וממלא את הדף בדברים שאתה אומר המחשבות שאתה מקבל ברגעים שאתה מתאפק רחוק בגלל זה אתה משתגע ופתאום נשארתי מפחד כי אני לא מרגיש ככה במקום זאת אני מופתע למה אתה צריך להיות כזה
6950,1,פחד,fear,אני חדש בפורום הזה ואני רוצה שיהיו לי חברים ומכרים מורחבים כאן מכיוון שאני מרגיש שזה פורום ידידותי למדי
6951,0,כעס,anger,אני מרגיש אשם אחרי שאני עושה את הדברים האלה
6952,1,פחד,fear,אני גם מרגיש שכדאי להזכיר שגשם יורד יכול להיות מקובל במועדון חשפנות אבל לא בסינפלקס המקומי שלך
6953,3,אהבה,love,אני חושב שהם מרגישים איכשהו נעלבים כי הנוצרים נטלו חלק גדול בהרס הדתות והמיתולוגיות של התרבויות הקודמות
6954,0,כעס,anger,אני מרגיש די רדום מבחינה צילומית וקשה לי להסביר את זה אבל אני ממש שמח שסמסטר בית הספר שלי מגיע לסיומו
6955,1,פחד,fear,כל הזמן הרגשתי אהבה לאלוהיים ואחרים שהיו שם איתי חברי הצוות שלי הרצים מתנדבים עוברי אורח
6956,3,אהבה,love,עשיתי בסופי שבוע היה לישון ולהרגיש מר על העולם
6957,0,כעס,anger,לא הרגשתי מיואש
6958,3,אהבה,love,אני יודע שזה נראה לך מוזר לכתוב לך אחרי כל הזמן הזה ואני באמת מרגישה מזועזעת מההתנהגות שלי כאמא
6959,5,הפתעה,surprise,אני מרגיש קצת המום בסוף השבוע הזה יצאתי לחוף ופשוט עמדתי בגלישה והסתכלתי והקשיבה והרגשתי את הגלים נכנסים ויוצאים
6960,0,כעס,anger,"אני פשוט מרגיש ממש מחורבן לגבי החיים באופן כללי עכשיו, כשאני רוצה לכתוב ברציפות"
6961,0,כעס,anger,אני תמיד מפחד איך התלמידים באמת מרגישים משעממים שקשה להבין אותם או מרוצים
6962,3,אהבה,love,אני גם מוצא שאם אתה מרגיש קר אז צא מהמטאטא וקרצוף צחצח קצת חומץ ועיתונים ישנים ותתן את הבית
6963,1,פחד,fear,אני מרגיש נינוח ונהנה ממזג האוויר הקריר יותר
6964,0,כעס,anger,הלכתי לתפקד בכנסייה במקום הרגשתי די צולע
6965,4,עצב,sadness,אני מרגיש כל כך חסר ביטחון
6966,3,אהבה,love,אני יכול לתת את זה אבל אני מרגיש חמדני כרגע
6967,4,עצב,sadness,אני מרגישה מאוד רועדת וחולשה וקלילה מאתמול והבוקר כשהתעוררתי לא יכולתי לנשום כמו שצריך לא משנה כמה נשימות עמוקות לקחתי פשוט הרגשתי שאין מספיק חמצן נכנס פנימה
6968,1,פחד,fear,אני יכול גם להביע את הרגשות שלי על כמה דברים פה ושם אם אתה לא מסכים איתם מגניב ובבקשה אל תהסס ליידע אותי
6969,0,כעס,anger,אני מרגיש כמו הולדן קלפילד פחות מלנכולי
6970,1,פחד,fear,אני מרגישה שלמדתי במהלך המעבר לעבודה ועכשיו דרך החוויה הקשה הזו כמה זה יקר כשמישהו שואל או אכפת לו ממה שאנחנו עוברים
6971,5,הפתעה,surprise,לא יכולתי שלא להרגיש קצת סקרן לגבי זה אבל זה מה שבסופו של דבר הוביל אותי לתכנן לשכור אותו הערב
6972,2,שמחה,joy,אני מבין שאני אוהב שירותים זה אחד המקומות האהובים עלי בבית אבל ברצינות האם הבת שלנו מאוהבת יותר בכס החרסינה מאשר בנו
6973,0,כעס,anger,אני מרגיש קצת אבוד כרגע מגבר קצת נמוך לאתחול
6974,2,שמחה,joy,אני מרגיש טפיחה עדינה על הכתף שלי
6975,1,פחד,fear,אני עדיין מרגיש שמח בכל פעם שאני חושב על זה
6976,5,הפתעה,surprise,אני קצת מופתע מכך שסרטי לכידת תנועה לא נראים לי בעלי העושר הוויזואלי והפירוט שיש לסרטי cgi מלאים
6977,1,פחד,fear,אני מרגיש כלפיה אני שמח שזה היה התחלה שאפשרה לנו לתקשר ולהיות מה שאנחנו היום
6978,3,אהבה,love,הרגשתי די שנאה כלפי המקרר שלי כשניקיתי אותו
6979,1,פחד,fear,אני מרגיש שאין לי משהו שווה לכתוב עליו בבלוג אז אני ממשיך לכתוב בבלוג על דברים שהייתי רגיל אליהם כשלא הייתי נשוי
6980,3,אהבה,love,פעם תמיד הרגשתי קנאה על רוב הדברים שהם קיבלו ממחמאות ועד כמה דברים יקרי ערך
6981,5,הפתעה,surprise,אני מרגיש מצחיק כי בונקה נבה הודתה לי על הפרסים שלו
6982,0,כעס,anger,אני מרגיש קצת מוטרד מכל העניין
6983,1,פחד,fear,הרגשתי וכמה אנחנו עשירים
6984,1,פחד,fear,אני מתרגל להיות נוכח ולחיות בעכשיו אני מרגיש תוכן הערכה נינוח ומרוצה
6985,1,פחד,fear,"אני עלול לדחוף את עצמי קצת יותר מדי לפעמים כדי להרגיש טוב יותר, אבל אין מישהו אחר שיעשה את זה בשבילי"
6986,4,עצב,sadness,אני מרגישה מהוססת ולא בטוחה בספק בעצמי
6987,1,פחד,fear,אני גאה על כך שאילינוי קצת מקדימה
6988,1,פחד,fear,אני אדם מאוד נדיב בכך שאני נותן זמן איכות וגורם לאנשים להרגיש מיוחדים
6989,1,פחד,fear,אני יכול לעבור את המבחן השני הפעם. אני מרגיש הרבה יותר טוב לגבי הבחינות הראשיות במאי בשנה הבאה
6990,1,פחד,fear,לא הרגשתי שיש לי הרבה על מה להודות
6991,0,כעס,anger,אני מרגיש כל כך מכוער בימים אלה
